,C_ID,College,Private,Top10perc,Top25perc,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Acceptance_Rate,Enrollment_Rate,Student_Population,Pct_Out_Of_State
192,EMP,Emporia State University,0,0.43,0.79,0.3870014771048744,0.19230769230769232,0.2776470588235294,0.72,0.75,0.48492462311557794,0.04,0.09828748243913717,0.5,1.0,0.679140127388535,0.11855078512181126,1.1883388338833882
193,ERS,Erskine College,1,0.47,0.74,0.4726735598227474,0.202991452991453,0.18323529411764705,0.76,0.8,0.3391959798994975,0.47,0.13385378692226985,0.67,0.8452200303490136,0.2998204667863555,0.014789503886483384,18.49206349206349
194,EUR,Eureka College,1,0.36,0.56,0.42466765140324964,0.14102564102564102,0.09852941176470588,0.62,0.87,0.2663316582914573,0.31,0.1698646702114417,0.53,0.8107142857142857,0.2488986784140969,0.013041890552454484,21.91
195,EVE,Evergreen State College,0,0.14,0.5,0.5662235352043329,0.2564102564102564,0.19455882352941176,0.75,0.78,0.45477386934673375,0.14,0.14857823697828676,0.68,0.6113270405330372,0.3978201634877384,0.08941520162762794,1.836931155192532
196,FAI,Fairfield University,1,0.3,0.66,0.7631708517971443,0.29914529914529914,0.16176470588235295,0.86,0.9,0.37939698492462315,0.3,0.19952696815037432,0.94,0.6994147157190636,0.23341303048416018,0.10488288382283896,3.730415319572246
197,FAY,Fayetteville State University,0,0.01,0.16,0.31388478581979323,0.14957264957264957,0.1126470588235294,0.75,0.75,0.37939698492462315,0.1,0.12398413742820052,0.24,0.7312714776632302,0.424812030075188,0.08474620480984923,2.0947983995075408
198,FER,Ferrum College,1,0.12,0.36,0.51698670605613,0.21367521367521367,0.23529411764705882,0.53,0.58,0.314070351758794,0.09,0.14167837390855903,0.22,0.8267363704256908,0.3035230352303523,0.029552923991861862,8.296557811120918
199,FLA,Flagler College,1,0.18,0.52,0.39389463318562284,0.21367521367521367,0.31470588235294117,0.52,0.6,0.45477386934673375,0.09,0.06988778830935571,0.69,0.5045936395759717,0.4733893557422969,0.03623037195471856,3.686105111591073
200,FIT,Florida Institute of Technology,1,0.39,0.74,0.5096011816838996,0.32051282051282054,0.22058823529411764,0.9,0.9,0.2663316582914573,0.07,0.15867906745149646,0.57,0.8115048793014895,0.3310126582278481,0.0546716051958892,6.6316793893129775
201,FIU,Florida International University,0,0.42,0.89,0.3069916297390448,0.3418803418803419,0.44529411764705884,0.81,0.96,0.3492462311557789,0.2,0.11953834936780894,0.66,0.6288566243194192,0.5151515151515151,0.5091032396056132,0.3379956962803566
202,FLO,Florida Southern College,1,0.2,0.44,0.5988429345150172,0.17094017094017094,0.09558823529411764,0.65,0.74,0.4371859296482412,0.1,0.11272740205928904,0.68,0.7530774800868936,0.3596153846153846,0.0645834420157546,3.241114701130856
203,FLST,Florida State University,0,0.5,0.9,0.499753815854259,0.2564102564102564,0.15,0.8,0.89,0.5804020100502514,0.15,0.12892785375135596,0.58,0.7452579177752983,0.3481515605205574,0.5777035839115238,0.3016073686111613
204,FON,Fontbonne College,1,0.16,0.49,0.5046774987690793,0.14957264957264957,0.22058823529411764,0.45,0.55,0.5402010050251257,0.24,0.08192698237689613,0.62,0.8419243986254296,0.5142857142857142,0.034378423496270016,6.365705614567527
205,FRDM,Fordham University,1,0.3,0.55,0.8573362875430822,0.2564102564102564,0.2551470588235294,0.86,0.97,0.36180904522613067,0.14,0.1931961659523767,0.8,0.6842857142857143,0.3277661795407098,0.16657102613594868,2.229094895082994
206,FRTL,Fort Lewis College,0,0.16,0.35,0.4086656819300837,0.21367521367521367,0.36764705882352944,0.89,0.97,0.47989949748743727,0.06,0.07757011007771238,0.46,0.8206395348837209,0.3978037548707049,0.11161249934790547,1.4484692685206824
207,FMAC,Francis Marion University,0,0.13,0.38,0.3862629246676514,0.17094017094017094,0.3573529411764706,0.76,0.76,0.47989949748743727,0.08,0.08960930414525278,0.43,0.9189339255968906,0.49486404833836856,0.09546663884396682,1.5956284153005464
208,STEU,Franciscan University of Steubenville,1,0.22,0.49,0.5416051206302314,0.2564102564102564,0.14705882352941177,0.57,0.69,0.3743718592964824,0.08,0.11267405260256433,0.83,0.8173598553345389,0.504424778761062,0.04024727424487454,6.254050550874919
209,FRKL,Franklin College,1,0.29,0.72,0.49729197439684886,0.22435897435897437,0.19779411764705881,0.54,0.78,0.314070351758794,0.37,0.20896982199064607,0.6,0.7860696517412935,0.44462025316455694,0.02368407324325734,11.44273127753304
210,FRPC,Franklin Pierce College,1,0.03,0.14,0.569916297390448,0.21367521367521367,0.11764705882352941,0.5,0.56,0.442211055276382,0.16,0.11413227108637276,0.51,0.861962598804704,0.09975397002907627,0.07864260003130054,4.417910447761194
211,FREE,Freed-Hardeman University,1,0.2,0.54,0.41112752338749387,0.2564102564102564,0.23529411764705882,0.68,0.76,0.4045226130653267,0.13,0.10808599932424022,0.62,0.6122905027932961,0.572992700729927,0.03192654807240858,4.493464052287582
212,FPAC,Fresno Pacific College,1,0.51,0.87,0.4517479074347612,0.2692307692307692,0.26735294117647057,0.59,0.59,0.26381909547738697,0.14,0.14395461739547952,0.54,0.791907514450867,0.5328467153284672,0.020006260107465177,12.907431551499348
213,FUR,Furman University,1,0.56,0.82,0.4982767109798129,0.2564102564102564,0.18382352941176472,0.92,0.95,0.3391959798994975,0.28,0.23011399000586844,0.82,0.9028227672373901,0.3511019989748847,0.06640930669309823,5.278868813825609
214,GAN,Gannon University,1,0.24,0.57,0.5268340718857706,0.21367521367521367,0.20294117647058824,0.47,0.51,0.33417085427135684,0.18,0.13712588693471806,0.65,0.7743506493506493,0.3553459119496855,0.08826751525901194,3.241725768321513
215,GAR,Gardner Webb University,1,0.18,0.36,0.5256031511570655,0.21367521367521367,0.07352941176470588,0.65,0.58,0.38190954773869346,0.12,0.10072377429623175,0.29,0.8378378378378378,0.35698924731182796,0.05156763524440503,4.137582195245321
216,GEN,Geneva College,1,0.19,0.39,0.5933037912358444,0.21367521367521367,0.16176470588235295,0.67,0.67,0.5050251256281407,0.26,0.12067647111126918,0.74,0.7994011976047904,0.4438202247191011,0.04079503364807763,6.0588235294117645
217,GFOX,George Fox College,1,0.27,0.52,0.5083702609551944,0.17094017094017094,0.15441176470588236,0.53,0.53,0.3391959798994975,0.22,0.1269005743958174,0.52,0.8974042027194067,0.4049586776859504,0.034274088371850385,9.512937595129376
218,GMAS,George Mason University,0,0.17,0.29,0.5957656326932546,0.24786324786324787,0.15441176470588236,0.93,0.96,0.48492462311557794,0.07,0.12005406078281436,0.46,0.7652573854590483,0.3992140545538604,0.3482184777505347,0.8089887640449438
219,GWAS,George Washington University,1,0.38,0.71,0.7789266371245692,0.29914529914529914,0.13970588235294118,0.92,0.93,0.19095477386934673,0.15,0.26221257980189566,0.72,0.6427936507936508,0.29474516001580403,0.18104752464917315,2.5140469672957786
220,GTWC,Georgetown College,1,0.3,0.55,0.4862136878385032,0.23504273504273504,0.08088235294117647,0.73,0.76,0.33417085427135684,0.28,0.13351590702968008,0.55,0.953232462173315,0.4126984126984127,0.02897908080755386,7.290729072907291
221,GTWN,Georgetown University,1,0.71,0.93,0.8777695716395865,0.2863247863247863,0.25,0.91,0.92,0.18090452261306533,0.27,0.3491721942631551,0.95,0.25919928025191186,0.48247136410968416,0.16398873180656268,2.9107682519484652
222,GTCH,Georgia Institute of Technology,0,0.89,0.99,0.5462826193993107,0.33974358974358976,0.1711764705882353,0.92,0.92,0.48492462311557794,0.33,0.20043390891469423,0.7,0.5776445068265919,0.5027612105146897,0.23950127810527413,0.7067087780439991
223,GAST,Georgia State University,0,0.09,0.24,0.32680945347119644,0.3076923076923077,0.5073529411764706,0.87,0.89,0.47738693467336685,0.1,0.13803282769903794,0.34,0.617189559715265,0.5288338316958565,0.4378423496270019,0.40176337424043845
224,GCRT,Georgian Court College,1,0.12,0.52,0.4862136878385032,0.21367521367521367,0.11764705882352941,0.56,0.59,0.3065326633165829,0.27,0.13067060267102948,0.76,0.8074712643678161,0.45195729537366547,0.04903750847722886,4.867021276595745
225,GET,Gettysburg College,1,0.42,0.78,0.5327424913835549,0.21367521367521367,0.07352941176470588,0.94,0.95,0.3040201005025126,0.32,0.2617680009958565,0.83,0.685761957730812,0.23317112733171128,0.051906724398768846,10.032160804020101
226,GOL,Goldey Beacom College,1,0.1,0.27,0.3674298375184638,0.22692307692307692,0.2691176470588235,0.25,0.25,0.6934673366834172,0.04,0.10813934878096491,0.36,0.7393364928909952,0.6068376068376068,0.046585633053367416,3.4266517357222845
227,GON,Gonzaga University,1,0.31,0.67,0.5477597242737567,0.2564102564102564,0.35294117647058826,0.78,0.9,0.3693467336683417,0.32,0.16988245336368324,0.69,0.8080593849416755,0.3451443569553806,0.07353017893473839,4.611564384533523
228,GOR,Gordon College,1,0.25,0.54,0.500984736582964,0.17094017094017094,0.17647058823529413,0.73,0.82,0.35678391959798994,0.32,0.16406736258069105,0.66,0.8382789317507419,0.49911504424778763,0.03103969951484167,10.252100840336135
229,GOS,Goshen College,1,0.26,0.51,0.4591334318069916,0.2564102564102564,0.18088235294117647,0.51,0.56,0.24874371859296485,0.46,0.1826329735208863,0.72,0.9,0.5580808080808081,0.02806614846888205,8.754646840148698
230,GOU,Goucher College,1,0.4,0.64,0.759970457902511,0.21367521367521367,0.17647058823529413,0.78,0.9,0.23115577889447236,0.34,0.2956093397115573,0.77,0.7063423110338836,0.3050430504305043,0.024257916427565338,16.761290322580646
231,GRCE,Grace College and Seminary,1,0.18,0.46,0.4517479074347612,0.1282051282051282,0.14705882352941177,0.53,0.59,0.3844221105527639,0.26,0.174239325662867,0.64,0.781021897810219,0.3901869158878505,0.019067243987688456,12.254445964432284
232,GRLD,Graceland College,1,0.14,0.41,0.38158542589857214,0.23504273504273504,0.12941176470588237,0.51,0.61,0.5929648241206031,0.24,0.0997457009229456,0.47,0.745945945945946,0.5845410628019324,0.08547655068078669,2.7769301190112907
233,GRA,Grand Valley State University,0,0.2,0.6,0.46774987690792713,0.21367521367521367,0.14705882352941177,0.64,0.66,0.5175879396984925,0.09,0.09003609979905038,0.57,0.7525653436592449,0.4015950604579367,0.28308727633157704,0.562793697595135
234,GMT,Green Mountain College,1,0.07,0.2,0.33234859675036926,0.17094017094017094,0.125,0.77,0.83,0.35175879396984927,0.24,0.11514591076414205,0.76,0.8051282051282052,0.31528662420382164,0.015311179508581563,20.01703577512777
235,GRNS,Greensboro College,1,0.1,0.31,0.46405711472181194,0.23504273504273504,0.19117647058823528,0.64,0.8,0.32663316582914576,0.31,0.14135827716821084,0.39,0.8125,0.3562753036437247,0.025118681204027337,8.650051921079958
236,GRE,Greenville College,1,0.2,0.46,0.5576070901033974,0.17094017094017094,0.11764705882352941,0.57,0.61,0.35929648241206036,0.16,0.14621307773015846,0.6,0.7588235294117647,0.5012919896640827,0.02149303563044499,12.512135922330097
237,GRI,Grinnell College,1,0.56,0.91,0.568439192516002,0.17094017094017094,0.058823529411764705,0.88,0.92,0.23869346733668342,0.54,0.33750644639268756,0.83,0.6812162824914174,0.31101511879049676,0.03555219364599092,11.509904622157007
238,GRO,Grove City College,1,0.57,0.88,0.37518463810930575,0.22435897435897437,0.051470588235294115,0.65,0.65,0.4623115577889447,0.18,0.08815108566144435,1.0,0.4456041750301084,0.5162162162162162,0.05863633992383536,2.323843416370107
239,GUI,Guilford College,1,0.18,0.44,0.6351550960118169,0.19230769230769232,0.15441176470588236,0.78,0.86,0.3919597989949749,0.3,0.16207564952963563,0.65,0.8768718801996672,0.3092979127134725,0.04457718190828942,7.843183148039789
240,GUS,Gustavus Adolphus College,1,0.36,0.72,0.4431314623338257,0.17094017094017094,0.10294117647058823,0.79,0.89,0.314070351758794,0.58,0.17617768925719773,0.8,0.8104154476301931,0.45776173285198557,0.0608012937555428,6.05963105963106
241,GWY,Gwynedd Mercy College,1,0.3,0.56,0.6831610044313147,0.21367521367521367,0.07352941176470588,0.36,0.41,0.19597989949748745,0.22,0.13307132822364093,0.96,0.6236842105263158,0.4388185654008439,0.04757681673535396,6.030701754385965
242,HAM,Hamilton College,1,0.4,0.82,0.6216149679960611,0.1282051282051282,0.11764705882352941,0.91,0.96,0.2412060301507538,0.6,0.3158465669624598,0.91,0.5678343949044586,0.2546270330902973,0.043559914445197974,11.796407185628743
243,HAML,Hamline University,1,0.34,0.73,0.516248153618907,0.19230769230769232,0.08088235294117647,0.89,0.93,0.32663316582914576,0.33,0.18309533547916704,0.65,0.820079522862823,0.3975757575757576,0.03818665553758673,9.051912568306012
244,SYDC,Hampden - Sydney College,1,0.2,0.4,0.5875184638109305,0.28205128205128205,0.08823529411764706,0.95,0.97,0.33417085427135684,0.53,0.21807479593832801,0.69,0.7882496940024479,0.4767080745341615,0.024675256925243885,13.972515856236786
245,HAMP,Hampton University,1,0.25,0.63,0.43303791235844413,0.2564102564102564,0.29411764705882354,0.6,0.64,0.35175879396984927,0.09,0.12076538687247701,0.7,0.5231262190025077,0.38162450066577897,0.1398873180656268,1.3352601156069364
246,HAN,Hanover College,1,0.33,0.65,0.4289758739537174,0.21367521367521367,0.17647058823529413,0.84,0.84,0.2663316582914573,0.26,0.1644585919300055,0.64,0.8320079522862823,0.37873357228195936,0.027101048568000417,7.892204042348412
247,HSIM,Hardin-Simmons University,1,0.16,0.4,0.36681437715411125,0.29914529914529914,0.31470588235294117,0.75,0.79,0.3442211055276382,0.1,0.12544235591200897,0.38,0.9079229122055674,0.8254716981132075,0.044316344097240334,3.7080635668040025
248,HARD,Harding University,1,0.35,0.75,0.4342688330871492,0.29914529914529914,0.1338235294117647,0.71,0.77,0.4447236180904523,0.37,0.11498586239396795,0.73,0.620569436374201,0.7546816479400749,0.08714591267150086,1.6474109548039508
249,DEL,University of Delaware,1,0.22,0.57,0.5206794682422452,0.2264957264957265,0.19117647058823528,0.82,0.87,0.4597989949748744,0.15,0.18939057137268153,0.75,0.7279523743596843,0.30924305819703307,0.48651468516876206,0.5479305168346558
250,HRVD,Harvard University,1,0.9,1.0,0.7890201870999508,0.21367521367521367,0.2823529411764706,0.97,0.97,0.24874371859296485,0.52,0.6618711432788577,1.0,0.1561485755499459,0.7418013856812933,0.1873337158954562,2.5737956001113895
251,HMUD,Harvey Mudd College,1,0.95,1.0,0.8234859675036927,0.29914529914529914,0.1323529411764706,1.0,1.0,0.20603015075376885,0.46,0.3835648106983444,1.0,0.4153957879448075,0.3111888111888112,0.017189211748135008,26.14567526555387
252,HAS,Hastings College,1,0.22,0.52,0.40275726243229937,0.21367521367521367,0.2797058823529412,0.57,0.63,0.32663316582914576,0.17,0.1304394216918891,0.52,0.8665850673194615,0.3700564971751412,0.025353435233971516,9.646090534979423
253,HEN,Hendrix College,1,0.52,0.87,0.3932791728212703,0.21367521367521367,0.17647058823529413,0.82,0.99,0.3291457286432161,0.26,0.15272171145057173,0.63,0.8760631834750912,0.3800277392510402,0.02504042986071261,9.166666666666666
254,HIL,Hillsdale College,1,0.35,0.66,0.5785327424913835,0.17094017094017094,0.11029411764705882,0.8,0.8,0.30150753768844224,0.31,0.22476126118115697,0.79,0.8097826086956522,0.4657718120805369,0.030648442798268036,9.438297872340426
255,HIR,Hiram College,1,0.37,0.66,0.5612998522895125,0.17094017094017094,0.14705882352941177,0.75,0.95,0.2663316582914573,0.34,0.21633204701865452,0.79,0.7906724511930586,0.3347050754458162,0.033256820908758936,11.032941176470588
256,HOB,Hobart and William Smith Colleges,1,0.25,0.53,0.7189807976366323,0.2564102564102564,0.08823529411764706,0.99,0.99,0.3040201005025126,0.37,0.23189230523002508,0.79,0.7741815476190477,0.24026910139356078,0.04687255464552142,10.589315525876462
257,HOF,Hofstra University,1,0.25,0.63,0.7287050713934022,0.42735042735042733,0.14705882352941177,0.81,0.9,0.3492462311557789,0.1,0.17948535557412906,0.6,0.7889068389876144,0.23020477815699658,0.2056445302311023,1.4713343480466767
258,HOL,Hollins College,1,0.26,0.58,0.6788527818808469,0.21367521367521367,0.125,0.78,0.91,0.27889447236180903,0.48,0.2481994558355414,0.72,0.8272425249169435,0.43172690763052207,0.022666805780165892,15.500575373993096
259,HOO,Hood College,1,0.36,0.64,0.7434761201378631,0.19230769230769232,0.10147058823529412,0.82,0.88,0.36180904522613067,0.34,0.22111571497163587,0.72,0.8082975679542204,0.31150442477876106,0.028926913245344046,12.587917042380523
260,HOP,Hope College,1,0.37,0.69,0.5343426883308715,0.1987179487179487,0.16176470588235295,0.72,0.81,0.314070351758794,0.4,0.16509878541070191,0.72,0.8662383177570093,0.4207687120701281,0.07076529813761803,4.524511610762993
261,HOU,Houghton College,1,0.3,0.7,0.43697685869030034,0.21367521367521367,0.22058823529411764,0.85,0.9,0.3768844221105528,0.24,0.14559066740170362,0.67,0.8282402528977871,0.3842239185750636,0.032239553445667486,8.08252427184466
262,HNTD,Huntingdon College,1,0.26,0.47,0.48252092565238797,0.21367521367521367,0.16176470588235295,0.63,0.72,0.2864321608040201,0.09,0.13698362171678552,0.44,0.8552631578947368,0.24423076923076922,0.017319630653659556,12.168674698795181
263,HNTT,Huntington College,1,0.2,0.46,0.48252092565238797,0.1282051282051282,0.19117647058823528,0.76,0.76,0.29648241206030157,0.25,0.16833531911866698,0.47,0.9555555555555556,0.29069767441860467,0.013850487766706662,18.738229755178907
264,HUR,Huron University,1,0.03,0.09,0.3803545051698671,0.2564102564102564,0.27058823529411763,0.31,0.35,0.3241206030150754,0.04,0.16447637508224708,0.21,0.3283333333333333,0.6294416243654822,0.012024623089363034,15.748373101952277
265,HUS,Husson College,1,0.1,0.3,0.49236829148202854,0.14957264957264957,0.22058823529411764,0.36,0.44,0.5527638190954774,0.04,0.0875464584852311,0.84,0.9017980636237898,0.553680981595092,0.04322082529083416,4.707302353651177
266,ILBD,Illinois Benedictine College,1,0.22,0.47,0.535204332840965,0.2777777777777778,0.22058823529411764,0.81,0.91,0.2914572864321608,0.29,0.14802695925879822,0.75,0.9192751235584844,0.482078853046595,0.045411862903646516,6.031016657093624
267,ILCL,Illinois College,1,0.28,0.63,0.4739044805514525,0.2564102564102564,0.14705882352941177,0.75,0.75,0.3919597989949749,0.3,0.13067060267102948,0.52,0.8803131991051454,0.33290978398983484,0.024440502895299702,8.591248665955176
268,IIT,Illinois Institute of Technology,1,0.42,0.77,0.568685376661743,0.21367521367521367,0.10294117647058823,0.8,0.88,0.3090452261306533,0.26,0.22853128945636902,0.56,0.7744874715261959,0.3514705882352941,0.06617455266315406,5.735120220733149
269,ILST,Illinois State University,0,0.1,0.35,0.4188823239783358,0.22948717948717948,0.3830882352941177,0.77,0.84,0.5276381909547739,0.16,0.09903437483328295,0.54,0.7712245133049188,0.35967139656460045,0.45709218008242475,0.4450467929696416
270,ILWS,Illinois Wesleyan University,1,0.55,0.86,0.5034465780403742,0.17094017094017094,0.09558823529411764,0.77,0.92,0.3241206030150754,0.34,0.1708071772802447,0.83,0.44,0.3509687034277198,0.04802024101413741,7.800108636610537
271,IMM,Immaculata College,1,0.16,0.44,0.6602658788774003,0.21367521367521367,0.14705882352941177,0.56,0.64,0.2814070351758794,0.33,0.1299059271246421,0.69,0.9440298507462687,0.40711462450592883,0.04692472220773123,5.558643690939411
272,INC,Incarnate Word College,1,0.16,0.49,0.577178729689808,0.32051282051282054,0.40808823529411764,0.67,0.69,0.2864321608040201,0.21,0.10838831291234684,0.95,0.7970765262252795,0.41639697950377563,0.058453753456100994,3.9446675591253904
273,INST,Indiana State University,0,0.1,0.31,0.45617922205809947,0.2564102564102564,0.36764705882352944,0.72,0.76,0.4170854271356785,0.08,0.12441093308199812,0.4,0.8413147199151794,0.6609955891619408,0.27505347175126504,0.6535798956851588
274,IND,Indiana University at Bloomington,0,0.25,0.72,0.4911373707533235,0.2564102564102564,0.29411764705882354,0.77,0.88,0.535175879396985,0.24,0.15446446037024522,0.68,0.7983963344788088,0.4434795741146266,0.7167823047628984,0.3553857350800582
275,IWES,Indiana Wesleyan University,1,0.2,0.48,0.465534219596258,0.29914529914529914,0.14705882352941177,0.49,0.51,1.0,0.15,0.11669304500915832,0.34,0.5755102040816327,0.8652482269503546,0.0822943293859878,2.919175911251981
276,ION,Iona College,1,0.13,0.33,0.8357951747907435,0.24358974358974358,0.16911764705882354,0.66,0.83,0.4020100502512563,0.14,0.14416801522237832,0.66,0.7215862632869992,0.2586402266288952,0.1396003964734728,1.9973841554559044
277,IOW,Iowa State University,0,0.26,0.59,0.396848842934515,0.27350427350427353,0.30220588235294116,0.81,0.88,0.4824120603015076,0.22,0.1497341418739886,0.65,0.8809778094220957,0.46349676724137934,0.5318743805101988,0.37026138982884604
278,ITH,Ithaca College,1,0.23,0.52,0.7621861152141802,0.2709401709401709,0.14705882352941177,0.58,0.79,0.2889447236180905,0.25,0.17448828979424894,0.75,0.7612618818019011,0.247557003257329,0.15071208722416402,2.4963655244029077
279,JMU,James Madison University,0,0.32,0.72,0.5593303791235844,0.21367521367521367,0.10764705882352942,0.77,0.81,0.44974874371859297,0.29,0.09268578948304376,0.98,0.47090795687427606,0.39394512771996215,0.2711148208044238,0.7690975562824707
280,JMST,Jamestown College,1,0.14,0.41,0.37543082225504676,0.17094017094017094,0.058823529411764705,0.51,0.53,0.4271356783919598,0.21,0.05665712304163036,0.54,0.8686440677966102,0.6390243902439025,0.26138557045229277,0.7604031533779064
281,JER,Jersey City State College,0,0.1,0.3,0.5908419497784343,0.17094017094017094,0.22058823529411764,0.63,0.67,0.3743718592964824,0.1,0.14879163480518556,0.26,0.48123097734190057,0.48559381588193956,0.13592258333768062,0.7572442909230473
282,JBWN,John Brown University,1,0.24,0.53,0.4519940915805022,0.17094017094017094,0.19852941176470587,0.68,0.68,0.33417085427135684,0.19,0.14436362989703555,0.75,0.6694214876033058,0.7012345679012346,0.027648807971203504,6.035849056603774
283,JCRL,John Carroll University,1,0.27,0.57,0.6831610044313147,0.2564102564102564,0.0661764705882353,0.89,0.9,0.36432160804020103,0.28,0.13760603204524033,0.89,0.8711276332094176,0.388809862494073,0.09285826073347593,3.2865168539325844
284,JHOP,Johns Hopkins University,1,0.75,0.94,0.8296405711472181,0.21367521367521367,0.15294117647058825,0.96,0.97,0.0829145728643216,0.38,1.0,0.9,0.40665565258437575,0.2643644805571677,0.13394021597370756,3.661148977604674
285,JOH,Johnson State College,0,0.03,0.13,0.5773018217626785,0.21367521367521367,0.09176470588235294,0.8,0.91,0.36180904522613067,0.15,0.11672861131364146,0.36,0.8031212484993998,0.4170403587443946,0.04092545255360217,4.879541108986616
286,JUD,Judson College,1,0.1,0.3,0.5605612998522895,0.21367521367521367,0.25,0.34,0.55,0.2663316582914573,0.3,0.13941991357388012,0.56,0.7284345047923323,0.6008771929824561,0.01614586050393865,15.208400646203554
287,JUN,Juniata College,1,0.36,0.55,0.5489906450024619,0.19230769230769232,0.061764705882352944,0.97,0.97,0.31909547738693467,0.37,0.21458929809898103,0.8,0.854726368159204,0.3469150174621653,0.029161667275288225,13.282647584973166
288,KAST,Kansas State University,0,0.25,0.55,0.38404726735598227,0.2564102564102564,0.29411764705882354,0.76,0.86,0.4648241206030151,0.22,0.10886845802286914,0.54,0.6930272108843537,0.6952147239263804,0.4475976837602379,0.40763403263403264
289,KWES,Kansas Wesleyan University,1,0.16,0.4,0.4000492368291482,0.21367521367521367,0.20588235294117646,0.63,0.55,0.31155778894472363,0.14,0.11621289989863604,0.68,0.9762308998302207,0.2573913043478261,0.019093327768793366,11.475409836065573
290,KEE,Keene State College,0,0.05,0.19,0.5116937469226982,0.21367521367521367,0.16911764705882354,0.73,0.73,0.4045226130653267,0.13,0.11016662813650348,0.61,0.7837231656520346,0.33605887162714637,0.11101257238249257,1.8491541353383458
291,KYWS,Kentucky Wesleyan College,1,0.2,0.49,0.5108321024126047,0.21367521367521367,0.19117647058823528,0.57,0.65,0.2839195979899498,0.32,0.12551348852097524,0.62,0.851027397260274,0.352112676056338,0.02042360060514372,10.217113665389528
292,KENY,Kenyon College,1,0.44,0.75,0.45420974889217136,0.32051282051282054,0.07058823529411765,0.95,0.95,0.27889447236180903,0.46,0.2501556025821137,0.88,0.6952983725135624,0.26527958387516254,0.037717147477698366,13.30567081604426
293,KEU,Keuka College,1,0.1,0.43,0.5600689315608075,0.2564102564102564,0.11029411764705882,0.55,0.94,0.33417085427135684,0.43,0.13982892607543612,0.51,0.8264642082429501,0.4566929133858268,0.020684438416192812,12.105926860025221
294,KNGS,King's College,1,0.2,0.45,0.6351550960118169,0.17094017094017094,0.2639705882352941,0.66,0.72,0.3919597989949749,0.37,0.13602333149574095,0.87,0.7232142857142857,0.36182336182336183,0.027153216130210236,10.48030739673391
295,KING,King College,1,0.34,0.65,0.41235844411619893,0.2564102564102564,0.4411764705882353,0.65,0.68,0.26884422110552764,0.25,0.159230345170985,0.65,0.8450704225352113,0.47333333333333333,0.014424330951014658,15.667269439421338
296,KNO,Knox College,1,0.48,0.77,0.5,0.17094017094017094,0.11764705882352941,0.88,0.95,0.31909547738693467,0.33,0.23516440524247328,0.79,0.8125,0.3384615384615385,0.025849027074964788,15.890010090817356
297,LARC,La Roche College,1,0.1,0.41,0.5886262924667651,0.2564102564102564,0.16176470588235295,0.57,0.73,0.35678391959798994,0.14,0.12487329504027884,0.52,0.889196675900277,0.5763239875389408,0.038317074443111276,6.019060585432267
298,LASL,La Salle University,1,0.2,0.56,0.6905465288035451,0.19230769230769232,0.4647058823529412,0.9,0.9,0.37939698492462315,0.09,0.16154215496238863,0.84,0.6261522703994538,0.3391494002181025,0.11476863686159945,2.8636363636363638
299,LAF,Lafayette College,1,0.36,0.59,0.706548498276711,0.2564102564102564,0.14705882352941177,0.93,0.96,0.26381909547738697,0.38,0.2732381341916668,0.92,0.599002493765586,0.23813488759367193,0.05853200479941573,8.346702317290553
300,LAG,LaGrange College,1,0.15,0.35,0.4412850812407681,0.32051282051282054,0.22058823529411764,0.77,0.83,0.314070351758794,0.12,0.16123984137428202,0.75,0.7334558823529411,0.44360902255639095,0.025118681204027337,7.255451713395638
301,LAKE,Lake Forest College,1,0.31,0.7,0.48867552929591335,0.39316239316239315,0.19411764705882353,0.91,0.94,0.26884422110552764,0.19,0.27896430921345117,0.77,0.651685393258427,0.42476489028213166,0.02577077573165006,17.08502024291498
302,LKLD,Lakeland College,1,0.24,0.47,0.4929837518463811,0.21367521367521367,0.14705882352941177,0.49,0.65,0.43216080402010054,0.25,0.07209289918730995,0.57,0.9094567404426559,0.5110619469026548,0.0741822734623611,3.3052039381153304
303,LAMR,Lamar University,0,0.1,0.27,0.3741999015263417,0.2170940170940171,0.2151470588235294,0.48,0.82,0.4623115577889447,0.12,0.10454715202816851,0.26,0.7384417808219178,0.6046376811594203,0.24769158537221556,0.5004212299915753
304,LMBT,Lambuth University,1,0.15,0.35,0.4222058099458395,0.2564102564102564,0.2338235294117647,0.61,0.61,0.4045226130653267,0.1,0.09835861504810342,0.6,0.6474127557160048,0.4163568773234201,0.030387604987218948,4.437768240343348
305,LAN,Lander University,0,0.09,0.33,0.3676760216642048,0.22564102564102564,0.25029411764705883,0.67,0.77,0.4271356783919598,0.11,0.10881510856614443,0.51,0.8653516295025729,0.5054509415262636,0.06299233136835515,2.04472049689441
306,LAW,Lawrence University,1,0.5,0.77,0.4789512555391433,0.22435897435897437,0.14338235294117646,0.76,0.92,0.2537688442211055,0.57,0.24834172105347393,0.77,0.7618664521319388,0.34213305174234426,0.03137878866920549,14.266832917705736
307,LE ,Le Moyne College,1,0.21,0.76,0.5957656326932546,0.17094017094017094,0.1323529411764706,0.89,0.92,0.33417085427135684,0.28,0.14436362989703555,0.94,0.8156462585034013,0.35446205170975814,0.06202723146747353,4.642556770395291
